author_handle,month,day,score,count,retweet_mean,retweet_sum,reply_mean,reply_sum,like_mean,like_sum,quote_mean,quote_sum
CNN,1,30,1,22,928.7272727272727,20432,178.77272727272728,3933,1670.1363636363637,36743,87.86363636363636,1933
CNN,1,31,0,135,564.7851851851852,76246,175.3111111111111,23667,1021.1407407407407,137854,112.61481481481482,15203
CNN,1,31,1,20,466.65,9333,109.1,2182,1011.05,20221,60.4,1208
CNN,2,1,0,151,319.6026490066225,48260,144.82781456953643,21869,674.3576158940398,101828,81.1523178807947,12254
CNN,2,1,1,28,906.7142857142857,25388,158.82142857142858,4447,2217.1428571428573,62080,140.75,3941
CNN,2,2,0,118,364.3898305084746,42998,162.90677966101694,19223,719.2203389830509,84868,100.7457627118644,11888
CNN,2,2,1,25,320.2,8005,146.48,3662,617.0,15425,96.48,2412
CNN,2,3,0,123,652.6666666666666,80278,204.60162601626016,25166,1236.5365853658536,152094,192.16260162601625,23636
CNN,2,3,1,14,233.28571428571428,3266,109.07142857142857,1527,554.2142857142857,7759,56.42857142857143,790
CNN,2,4,0,50,895.7,44785,221.34,11067,2065.22,103261,114.5,5725
CNN,2,4,1,6,387.6666666666667,2326,189.0,1134,852.5,5115,103.5,621
CNN,2,5,0,41,516.3170731707318,21169,176.5121951219512,7237,1343.7560975609756,55094,87.58536585365853,3591
CNN,2,5,1,15,832.2,12483,259.46666666666664,3892,1956.9333333333334,29354,93.86666666666666,1408
CNN,2,6,0,103,425.1747572815534,43793,140.18446601941747,14439,1063.4368932038835,109534,62.679611650485434,6456
CNN,2,6,1,30,409.46666666666664,12284,70.86666666666666,2126,1044.3333333333333,31330,46.06666666666667,1382
CNN,2,7,0,106,366.60377358490564,38860,179.9433962264151,19074,778.933962264151,82567,104.55660377358491,11083
CNN,2,7,1,20,726.8,14536,269.05,5381,1654.95,33099,205.3,4106
CNN,2,8,0,114,466.7894736842105,53214,176.3859649122807,20108,929.9824561403509,106018,153.49122807017545,17498
CNN,2,8,1,34,488.61764705882354,16613,161.97058823529412,5507,1062.5,36125,116.23529411764706,3952
CNN,2,9,0,123,369.0081300813008,45388,155.77235772357724,19160,812.1463414634146,99894,77.60975609756098,9546
CNN,2,9,1,38,547.7105263157895,20813,125.73684210526316,4778,1196.8684210526317,45481,110.23684210526316,4189
CNN,2,10,0,137,527.3284671532847,72244,161.8905109489051,22179,1173.5766423357663,160780,97.15328467153284,13310
CNN,2,10,1,37,427.8918918918919,15832,94.35135135135135,3491,977.4864864864865,36167,81.97297297297297,3033
CNN,2,11,0,55,368.25454545454545,20254,205.5818181818182,11307,914.0545454545454,50273,79.54545454545455,4375
CNN,2,11,1,26,514.8846153846154,13387,170.34615384615384,4429,1541.076923076923,40068,66.1923076923077,1721
CNN,2,12,0,36,549.8055555555555,19793,229.16666666666666,8250,1328.361111111111,47821,71.86111111111111,2587
CNN,2,12,1,12,591.8333333333334,7102,209.0,2508,1745.75,20949,127.91666666666667,1535
CNN,2,13,0,117,264.9316239316239,30997,118.90598290598291,13912,642.1880341880342,75136,58.162393162393165,6805
CNN,2,13,1,39,282.1025641025641,11002,84.02564102564102,3277,671.3076923076923,26181,49.48717948717949,1930
CNN,2,14,0,116,352.88793103448273,40935,165.8448275862069,19238,678.698275862069,78729,100.83620689655173,11697
CNN,2,14,1,35,292.4,10234,98.31428571428572,3441,576.1428571428571,20165,109.14285714285714,3820
CNN,2,15,0,142,368.443661971831,52319,148.59859154929578,21101,643.9647887323944,91443,166.16197183098592,23595
CNN,2,15,1,33,253.21212121212122,8356,112.03030303030303,3697,661.5757575757576,21832,58.75757575757576,1939
CNN,2,16,0,126,656.1349206349206,82673,222.55555555555554,28042,1170.7777777777778,147518,181.31746031746033,22846
CNN,2,16,1,27,441.74074074074076,11927,281.3333333333333,7596,1026.6666666666667,27720,130.77777777777777,3531
CNN,2,17,0,149,310.53691275167785,46270,153.56375838926175,22881,642.1946308724832,95687,62.84563758389262,9364
CNN,2,17,1,32,218.65625,6997,94.46875,3023,515.375,16492,58.0,1856
CNN,2,18,0,78,347.7692307692308,27126,185.94871794871796,14504,757.3846153846154,59076,70.37179487179488,5489
CNN,2,18,1,20,385.7,7714,151.0,3020,957.25,19145,81.9,1638
CNN,2,19,0,45,645.6222222222223,29053,266.8888888888889,12010,1533.888888888889,69025,266.6222222222222,11998
CNN,2,19,1,23,244.69565217391303,5628,125.0,2875,649.1739130434783,14931,48.17391304347826,1108
CNN,2,20,0,111,321.4954954954955,35686,159.06306306306305,17656,677.9009009009009,75247,69.56756756756756,7722
CNN,2,20,1,22,227.04545454545453,4995,59.5,1309,557.1363636363636,12257,58.45454545454545,1286
CNN,2,21,0,101,243.95049504950495,24639,145.8019801980198,14726,525.7326732673267,53099,78.24752475247524,7903
CNN,2,21,1,23,166.04347826086956,3819,66.8695652173913,1538,320.5217391304348,7372,46.08695652173913,1060
CNN,2,22,0,113,339.7433628318584,38391,141.8495575221239,16029,788.6637168141593,89119,84.45132743362832,9543
CNN,2,22,1,29,1018.0,29522,151.20689655172413,4385,1949.448275862069,56534,177.27586206896552,5141
CNN,2,23,0,121,358.1818181818182,43340,146.55371900826447,17733,719.8842975206611,87106,89.22314049586777,10796
CNN,2,23,1,30,253.26666666666668,7598,109.1,3273,608.7666666666667,18263,36.86666666666667,1106
CNN,2,24,0,117,409.8376068376068,47951,186.18803418803418,21784,845.5726495726495,98932,109.77777777777777,12844
CNN,2,24,1,32,488.28125,15625,235.15625,7525,1168.65625,37397,101.28125,3241
CNN,2,25,0,46,383.4347826086956,17638,231.2391304347826,10637,936.9782608695652,43101,82.08695652173913,3776
CNN,2,25,1,10,974.0,9740,344.9,3449,2120.0,21200,106.6,1066
CNN,2,26,0,61,348.2295081967213,21242,187.14754098360655,11416,831.7049180327868,50734,80.91803278688525,4936
CNN,2,26,1,16,483.125,7730,114.3125,1829,1055.4375,16887,73.25,1172
CNN,2,27,0,123,399.6747967479675,49160,140.9430894308943,17336,984.829268292683,121134,95.20325203252033,11710
CNN,2,27,1,37,262.2162162162162,9702,59.2972972972973,2194,760.8108108108108,28150,39.027027027027025,1444
CNN,2,28,0,125,377.992,47249,161.528,20191,802.808,100351,92.224,11528
CNN,2,28,1,19,130.68421052631578,2483,47.578947368421055,904,273.8421052631579,5203,29.63157894736842,563
CNN,3,1,0,160,199.3375,31894,167.66875,26827,481.08125,76973,59.13125,9461
CNN,3,1,1,35,203.74285714285713,7131,84.6,2961,432.25714285714287,15129,48.6,1701
CNN,3,2,0,124,313.30645161290323,38850,150.5,18662,698.733870967742,86643,63.04838709677419,7818
CNN,3,2,1,45,316.75555555555553,14254,69.95555555555555,3148,681.7111111111111,30677,51.46666666666667,2316
CNN,3,3,0,106,444.5660377358491,47124,152.20754716981133,16134,845.2641509433962,89598,117.50943396226415,12456
CNN,3,3,1,30,344.73333333333335,10342,111.5,3345,805.2333333333333,24157,52.266666666666666,1568
CNN,3,4,0,83,487.2168674698795,40439,223.57831325301206,18557,808.5180722891566,67107,109.03614457831326,9050
CNN,3,4,1,17,334.47058823529414,5686,92.52941176470588,1573,638.1176470588235,10848,56.411764705882355,959
CNN,3,5,0,35,485.4,16989,255.28571428571428,8935,1252.3142857142857,43831,78.62857142857143,2752
CNN,3,5,1,13,225.15384615384616,2927,151.0,1963,631.6923076923077,8212,59.61538461538461,775
CNN,3,6,0,127,275.68503937007875,35012,140.73228346456693,17873,511.8503937007874,65005,76.39370078740157,9702
CNN,3,6,1,22,172.0,3784,79.9090909090909,1758,363.59090909090907,7999,36.31818181818182,799
CNN,3,7,0,154,270.1948051948052,41610,157.51298701298703,24257,572.0714285714286,88099,110.46753246753246,17012
CNN,3,7,1,21,260.6190476190476,5473,173.71428571428572,3648,584.5238095238095,12275,54.857142857142854,1152
CNN,3,8,0,101,319.9306930693069,32313,159.34653465346534,16094,647.5148514851485,65399,62.97029702970297,6360
CNN,3,8,1,35,414.22857142857146,14498,85.97142857142858,3009,953.8857142857142,33386,49.285714285714285,1725
CNN,3,9,0,121,316.10743801652893,38249,131.4297520661157,15903,658.3305785123966,79658,55.413223140495866,6705
CNN,3,9,1,35,358.8285714285714,12559,75.51428571428572,2643,764.9428571428572,26773,68.94285714285714,2413
CNN,3,10,0,108,266.712962962963,28805,125.38888888888889,13542,497.52777777777777,53733,69.64814814814815,7522
CNN,3,10,1,25,316.2,7905,73.6,1840,699.24,17481,79.32,1983
CNN,3,11,0,79,306.63291139240505,24224,144.83544303797467,11442,636.7594936708861,50304,57.20253164556962,4519
CNN,3,11,1,17,254.76470588235293,4331,148.58823529411765,2526,522.3529411764706,8880,48.88235294117647,831
CNN,3,12,0,61,341.672131147541,20842,194.18032786885246,11845,721.9180327868852,44037,61.40983606557377,3746
CNN,3,12,1,19,296.42105263157896,5632,119.3157894736842,2267,544.0526315789474,10337,69.73684210526316,1325
CNN,3,13,0,110,226.1909090909091,24881,155.20909090909092,17073,353.2909090909091,38862,97.32727272727273,10706
CNN,3,13,1,37,347.3243243243243,12851,98.10810810810811,3630,566.8108108108108,20972,126.32432432432432,4674
CNN,3,14,0,116,259.17241379310343,30064,132.58620689655172,15380,392.9310344827586,45580,92.54310344827586,10735
CNN,3,14,1,36,280.72222222222223,10106,78.55555555555556,2828,501.52777777777777,18055,53.44444444444444,1924
CNN,3,15,0,122,297.95081967213116,36350,119.39344262295081,14566,576.983606557377,70392,71.8688524590164,8768
CNN,3,15,1,34,393.05882352941177,13364,61.794117647058826,2101,915.3823529411765,31123,70.0,2380
CNN,3,16,0,145,214.60689655172413,31118,152.6,22127,366.6758620689655,53168,80.92413793103448,11734
CNN,3,16,1,29,429.86206896551727,12466,167.48275862068965,4857,791.7931034482758,22962,135.41379310344828,3927
CNN,3,17,0,153,321.5098039215686,49191,138.52287581699346,21194,667.6732026143791,102154,67.26797385620915,10292
CNN,3,17,1,25,466.44,11661,105.16,2629,811.36,20284,85.48,2137
CNN,3,18,0,75,348.46666666666664,26135,150.02666666666667,11252,794.8,59610,64.25333333333333,4819
CNN,3,18,1,32,275.34375,8811,102.59375,3283,671.28125,21481,69.96875,2239
CNN,3,19,0,52,419.61538461538464,21820,168.23076923076923,8748,903.75,46995,76.13461538461539,3959
CNN,3,19,1,12,327.5833333333333,3931,74.16666666666667,890,718.5,8622,68.41666666666667,821
CNN,3,20,0,106,354.7641509433962,37605,130.82075471698113,13867,675.5,71603,57.943396226415096,6142
CNN,3,20,1,21,287.2857142857143,6033,77.57142857142857,1629,535.2380952380952,11240,40.666666666666664,854
CNN,3,21,0,123,220.29268292682926,27096,108.82926829268293,13386,446.1544715447154,54877,52.59349593495935,6469
CNN,3,21,1,31,224.32258064516128,6954,128.96774193548387,3998,419.38709677419354,13001,53.16129032258065,1648
CNN,3,22,0,151,320.4701986754967,48391,110.69536423841059,16715,595.066225165563,89855,46.033112582781456,6951
CNN,3,22,1,29,272.37931034482756,7899,115.0,3335,485.41379310344826,14077,38.55172413793103,1118
CNN,3,23,0,145,498.3379310344828,72259,152.2206896551724,22072,1041.7931034482758,151060,83.48965517241379,12106
CNN,3,23,1,20,234.95,4699,106.45,2129,502.3,10046,65.1,1302
CNN,3,24,0,151,342.02649006622516,51646,136.67549668874173,20638,685.1986754966888,103465,65.27152317880795,9856
CNN,3,24,1,26,279.2307692307692,7260,161.53846153846155,4200,707.8076923076923,18403,74.11538461538461,1927
CNN,3,25,0,85,299.1294117647059,25426,94.24705882352941,8011,712.8705882352941,60594,47.411764705882355,4030
CNN,3,25,1,15,984.5333333333333,14768,81.73333333333333,1226,1965.3333333333333,29480,127.2,1908
CNN,3,26,0,48,394.7083333333333,18946,138.52083333333334,6649,965.625,46350,63.729166666666664,3059
CNN,3,26,1,8,555.125,4441,95.625,765,1267.75,10142,88.0,704
CNN,3,27,0,109,261.27522935779814,28479,124.77064220183486,13600,508.60550458715596,55438,59.15596330275229,6448
CNN,3,27,1,18,157.33333333333334,2832,52.05555555555556,937,391.27777777777777,7043,29.11111111111111,524
CNN,3,28,0,121,258.8677685950413,31323,134.44628099173553,16268,518.9256198347107,62790,62.14876033057851,7520
CNN,3,28,1,35,160.57142857142858,5620,67.57142857142857,2365,310.51428571428573,10868,32.285714285714285,1130
CNN,3,29,0,129,372.8914728682171,48103,143.2093023255814,18474,756.4341085271318,97580,65.02325581395348,8388
CNN,3,29,1,32,242.9375,7774,116.96875,3743,490.875,15708,76.5,2448
CNN,3,30,0,114,234.58771929824562,26743,105.70175438596492,12050,455.2105263157895,51894,56.71052631578947,6465
CNN,3,30,1,22,250.72727272727272,5516,94.95454545454545,2089,535.5909090909091,11783,53.18181818181818,1170
CNN,3,31,0,91,281.24175824175825,25593,109.83516483516483,9995,612.9230769230769,55776,54.472527472527474,4957
CNN,3,31,1,23,849.695652173913,19543,126.1304347826087,2901,1445.2608695652175,33241,138.47826086956522,3185
CNN,4,1,0,66,335.6515151515151,22153,141.62121212121212,9347,703.5909090909091,46437,84.86363636363636,5601
CNN,4,1,1,18,381.0,6858,86.33333333333333,1554,677.5,12195,70.16666666666667,1263
CNN,4,2,0,49,330.6734693877551,16203,128.10204081632654,6277,851.3877551020408,41718,42.46938775510204,2081
CNN,4,2,1,7,518.8571428571429,3632,127.71428571428571,894,886.4285714285714,6205,99.0,693
CNN,4,3,0,112,194.47321428571428,21781,113.24107142857143,12683,406.85714285714283,45568,37.86607142857143,4241
CNN,4,3,1,16,267.0,4272,98.0625,1569,634.3125,10149,71.625,1146
CNN,4,4,0,152,221.2565789473684,33631,122.76315789473684,18660,446.05263157894734,67800,42.11184210526316,6401
CNN,4,4,1,26,442.38461538461536,11502,85.23076923076923,2216,912.8461538461538,23734,67.5,1755
CNN,4,5,0,117,428.7264957264957,50161,149.74358974358975,17520,892.7948717948718,104457,81.41880341880342,9526
CNN,4,5,1,33,206.42424242424244,6812,79.24242424242425,2615,456.7878787878788,15074,37.54545454545455,1239
CNN,4,6,0,118,256.271186440678,30240,129.864406779661,15324,574.0508474576271,67738,54.50847457627118,6432
CNN,4,6,1,39,614.8205128205128,23978,90.94871794871794,3547,1024.6923076923076,39963,102.53846153846153,3999
CNN,4,7,0,127,511.748031496063,64992,143.66929133858267,18246,752.4724409448819,95564,94.83464566929133,12044
CNN,4,7,1,22,585.8636363636364,12889,91.4090909090909,2011,795.1818181818181,17494,111.77272727272727,2459
CNN,4,8,0,65,378.8615384615385,24626,108.13846153846154,7029,840.6615384615385,54643,57.784615384615385,3756
CNN,4,8,1,30,266.23333333333335,7987,44.86666666666667,1346,654.0,19620,39.63333333333333,1189
CNN,4,9,0,36,426.94444444444446,15370,147.94444444444446,5326,944.7222222222222,34010,63.19444444444444,2275
CNN,4,9,1,24,338.4583333333333,8123,75.875,1821,837.8333333333334,20108,57.875,1389
CNN,4,10,0,99,292.2828282828283,28936,70.31313131313131,6961,499.4040404040404,49441,50.888888888888886,5038
CNN,4,10,1,30,380.4,11412,85.66666666666667,2570,738.3,22149,110.33333333333333,3310
CNN,4,11,0,106,386.6792452830189,40988,137.77358490566039,14604,601.7169811320755,63782,87.64150943396227,9290
CNN,4,11,1,26,333.11538461538464,8661,75.5,1963,644.8076923076923,16765,43.61538461538461,1134
CNN,4,12,0,99,287.62626262626264,28475,115.67676767676768,11452,547.939393939394,54246,61.17171717171717,6056
CNN,4,12,1,26,377.2307692307692,9808,91.3076923076923,2374,708.8846153846154,18431,70.73076923076923,1839
CNN,4,13,0,100,528.87,52887,126.8,12680,617.86,61786,128.5,12850
CNN,4,13,1,27,307.3333333333333,8298,71.66666666666667,1935,553.1111111111111,14934,45.851851851851855,1238
CNN,4,14,0,119,340.2857142857143,40494,114.05882352941177,13573,613.5882352941177,73017,81.50420168067227,9699
CNN,4,14,1,20,306.05,6121,66.0,1320,645.4,12908,64.2,1284
CNN,4,15,0,81,432.5061728395062,35033,115.54320987654322,9359,818.2962962962963,66282,73.8641975308642,5983
CNN,4,15,1,12,489.5833333333333,5875,113.91666666666667,1367,952.9166666666666,11435,150.0,1800
CNN,4,16,0,49,389.53061224489795,19087,96.83673469387755,4745,1018.0612244897959,49885,49.97959183673469,2449
CNN,4,16,1,13,545.9230769230769,7097,112.15384615384616,1458,1438.0,18694,276.3076923076923,3592
CNN,4,17,0,125,318.392,39799,107.488,13436,665.664,83208,65.6,8200
CNN,4,17,1,18,303.22222222222223,5458,84.38888888888889,1519,787.2777777777778,14171,53.611111111111114,965
CNN,4,18,0,114,285.96491228070175,32600,117.83333333333333,13433,485.70175438596493,55370,59.49122807017544,6782
CNN,4,18,1,28,345.7142857142857,9680,79.17857142857143,2217,759.4285714285714,21264,73.39285714285714,2055
CNN,4,19,0,141,226.74468085106383,31971,84.12056737588652,11861,368.9078014184397,52016,49.347517730496456,6958
CNN,4,19,1,24,265.2083333333333,6365,112.58333333333333,2702,387.4166666666667,9298,112.20833333333333,2693
CNN,4,20,0,128,245.6953125,31449,105.90625,13556,440.7578125,56417,51.234375,6558
CNN,4,20,1,19,171.78947368421052,3264,96.94736842105263,1842,336.05263157894734,6385,45.36842105263158,862
CNN,4,21,0,117,296.5811965811966,34700,116.35042735042735,13613,571.6410256410256,66882,68.71794871794872,8040
CNN,4,21,1,19,249.31578947368422,4737,84.94736842105263,1614,466.1578947368421,8857,43.63157894736842,829
CNN,4,22,0,67,390.5074626865672,26164,120.6268656716418,8082,868.0298507462686,58158,60.74626865671642,4070
CNN,4,22,1,22,645.3636363636364,14198,100.63636363636364,2214,1339.1363636363637,29461,75.13636363636364,1653
CNN,4,23,0,57,342.0877192982456,19499,131.52631578947367,7497,612.1228070175439,34891,57.05263157894737,3252
CNN,4,23,1,12,426.8333333333333,5122,57.666666666666664,692,1070.4166666666667,12845,42.5,510
CNN,4,24,0,117,251.64957264957266,29443,95.86324786324786,11216,552.4017094017094,64631,56.401709401709404,6599
CNN,4,24,1,23,241.95652173913044,5565,59.130434782608695,1360,641.695652173913,14759,61.56521739130435,1416
CNN,4,25,0,124,165.1290322580645,20476,108.0,13392,321.2096774193548,39830,45.274193548387096,5614
CNN,4,25,1,32,241.3125,7722,85.5625,2738,579.84375,18555,45.625,1460
CNN,4,26,0,101,266.9504950495049,26962,105.62376237623762,10668,509.34653465346537,51444,68.4059405940594,6909
CNN,4,26,1,29,291.2413793103448,8446,63.44827586206897,1840,652.1034482758621,18911,101.17241379310344,2934
CNN,4,27,0,104,209.5,21788,98.47115384615384,10241,396.78846153846155,41266,43.13461538461539,4486
CNN,4,27,1,25,196.72,4918,32.88,822,534.6,13365,28.88,722
CNN,4,28,0,123,182.5772357723577,22457,105.71544715447155,13003,314.5284552845528,38687,50.6910569105691,6235
CNN,4,28,1,20,153.95,3079,49.65,993,367.65,7353,26.25,525
CNN,4,29,0,86,482.4651162790698,41492,121.04651162790698,10410,952.3372093023256,81901,66.72093023255815,5738
CNN,4,29,1,28,236.75,6629,86.82142857142857,2431,567.4642857142857,15889,47.714285714285715,1336
CNN,4,30,0,74,367.6216216216216,27204,202.1081081081081,14956,862.2567567567568,63807,76.55405405405405,5665
CNN,4,30,1,21,371.6190476190476,7804,154.0952380952381,3236,994.6190476190476,20887,55.095238095238095,1157
CNN,5,1,0,126,255.35714285714286,32175,112.35714285714286,14157,401.86507936507934,50635,82.19047619047619,10356
CNN,5,1,1,21,157.76190476190476,3313,79.95238095238095,1679,304.76190476190476,6400,61.333333333333336,1288
CNN,5,2,0,149,286.8859060402685,42746,133.3758389261745,19873,582.7919463087248,86836,98.11409395973155,14619
CNN,5,2,1,14,245.14285714285714,3432,145.78571428571428,2041,636.9285714285714,8917,65.21428571428571,913
CNN,5,3,0,130,216.98461538461538,28208,100.08461538461539,13011,431.4307692307692,56086,52.676923076923075,6848
CNN,5,3,1,31,206.5483870967742,6403,89.29032258064517,2768,388.2903225806452,12037,58.83870967741935,1824
CNN,5,4,0,139,285.64028776978415,39704,129.77697841726618,18039,517.8273381294964,71978,77.86330935251799,10823
CNN,5,4,1,28,345.7857142857143,9682,92.07142857142857,2578,510.39285714285717,14291,72.32142857142857,2025
CNN,5,5,0,128,224.4375,28728,120.765625,15458,400.015625,51202,50.8828125,6513
CNN,5,5,1,24,240.58333333333334,5774,91.95833333333333,2207,433.0833333333333,10394,43.791666666666664,1051
CNN,5,6,0,59,330.08474576271186,19475,132.6949152542373,7829,746.6440677966102,44052,53.30508474576271,3145
CNN,5,6,1,11,230.1818181818182,2532,85.72727272727273,943,550.8181818181819,6059,35.81818181818182,394
CNN,5,7,0,63,434.5079365079365,27374,135.63492063492063,8545,1138.4761904761904,71724,72.42857142857143,4563
CNN,5,7,1,12,383.8333333333333,4606,131.75,1581,973.4166666666666,11681,65.16666666666667,782
CNN,5,8,0,108,232.09259259259258,25066,94.89814814814815,10249,522.6018518518518,56441,50.47222222222222,5451
CNN,5,8,1,21,209.95238095238096,4409,86.0952380952381,1808,440.0952380952381,9242,34.857142857142854,732
CNN,5,9,0,124,352.008064516129,43649,128.6290322580645,15950,581.3145161290323,72083,70.78225806451613,8777
CNN,5,9,1,22,590.2272727272727,12985,186.5,4103,1005.4090909090909,22119,130.27272727272728,2866
CNN,5,10,0,158,421.9873417721519,66674,181.91772151898735,28743,792.993670886076,125293,75.17088607594937,11877
CNN,5,10,1,25,700.84,17521,282.72,7068,1426.2,35655,142.52,3563
CNN,5,11,0,129,310.71317829457365,40082,134.03100775193798,17290,594.2325581395348,76656,56.372093023255815,7272
CNN,5,11,1,12,296.8333333333333,3562,109.91666666666667,1319,509.5833333333333,6115,73.58333333333333,883
CNN,5,12,0,131,257.59541984732823,33745,137.93129770992365,18069,584.5190839694657,76572,50.25954198473283,6584
CNN,5,12,1,35,441.0857142857143,15438,111.97142857142858,3919,1049.8857142857144,36746,77.2,2702
CNN,5,13,0,65,378.2153846153846,24584,180.75384615384615,11749,757.2461538461539,49221,59.92307692307692,3895
CNN,5,13,1,9,449.22222222222223,4043,76.88888888888889,692,1003.5555555555555,9032,93.55555555555556,842
CNN,5,14,0,45,542.0666666666667,24393,173.17777777777778,7793,1333.8,60021,60.75555555555555,2734
CNN,5,14,1,14,318.92857142857144,4465,57.714285714285715,808,801.7857142857143,11225,49.214285714285715,689
CNN,5,15,0,96,233.70833333333334,22436,120.69791666666667,11587,504.1145833333333,48395,54.208333333333336,5204
CNN,5,15,1,35,227.65714285714284,7968,65.34285714285714,2287,387.9714285714286,13579,46.08571428571429,1613
CNN,5,16,0,133,292.1127819548872,38851,146.09022556390977,19430,561.0300751879699,74617,53.015037593984964,7051
CNN,5,16,1,24,388.125,9315,211.79166666666666,5083,944.125,22659,50.375,1209
CNN,5,17,0,137,401.7810218978102,55044,162.94890510948906,22324,825.7956204379562,113134,73.5912408759124,10082
CNN,5,17,1,43,364.86046511627904,15689,183.65116279069767,7897,916.7674418604652,39421,107.72093023255815,4632
CNN,5,18,0,128,362.265625,46370,146.78125,18788,657.1953125,84121,86.9140625,11125
CNN,5,18,1,26,273.4230769230769,7109,97.38461538461539,2532,504.03846153846155,13105,36.5,949
CNN,5,19,0,120,310.7583333333333,37291,156.41666666666666,18770,597.4916666666667,71699,83.79166666666667,10055
CNN,5,19,1,18,256.77777777777777,4622,113.66666666666667,2046,678.7222222222222,12217,49.833333333333336,897
CNN,5,20,0,72,294.5,21204,183.69444444444446,13226,566.6666666666666,40800,60.736111111111114,4373
CNN,5,20,1,16,480.625,7690,139.25,2228,1241.9375,19871,80.5,1288
CNN,5,21,0,47,331.468085106383,15579,215.68085106382978,10137,692.1489361702128,32531,66.68085106382979,3134
CNN,5,21,1,21,215.23809523809524,4520,118.14285714285714,2481,417.23809523809524,8762,44.904761904761905,943
CNN,5,22,0,133,1336.3834586466166,177739,158.0751879699248,21024,3025.6992481203006,402418,92.12781954887218,12253
CNN,5,22,1,16,251.5625,4025,124.25,1988,599.4375,9591,48.375,774
CNN,5,23,0,149,454.32214765100673,67694,131.20805369127515,19550,667.8120805369127,99504,76.40268456375838,11384
CNN,5,23,1,19,439.4736842105263,8350,83.21052631578948,1581,673.3157894736842,12793,52.36842105263158,995
CNN,5,24,0,151,308.6423841059603,46605,134.19205298013244,20263,616.8145695364238,93139,62.80794701986755,9484
CNN,5,24,1,28,240.42857142857142,6732,79.78571428571429,2234,455.64285714285717,12758,43.142857142857146,1208
CNN,5,25,0,128,440.9375,56440,151.71875,19420,942.953125,120698,107.21875,13724
CNN,5,25,1,33,220.36363636363637,7272,150.42424242424244,4964,459.6060606060606,15167,116.21212121212122,3835
CNN,5,26,0,109,415.4954128440367,45289,179.75229357798165,19593,953.8348623853211,103968,91.22018348623853,9943
CNN,5,26,1,37,336.3783783783784,12446,171.02702702702703,6328,929.8108108108108,34403,81.78378378378379,3026
CNN,5,27,0,67,496.8059701492537,33286,214.22388059701493,14353,1121.44776119403,75137,99.5223880597015,6668
CNN,5,27,1,18,369.55555555555554,6652,162.72222222222223,2929,926.6111111111111,16679,76.55555555555556,1378
CNN,5,28,0,43,395.7674418604651,17018,186.13953488372093,8004,787.8372093023256,33877,68.69767441860465,2954
CNN,5,28,1,14,489.42857142857144,6852,256.92857142857144,3597,864.5,12103,135.07142857142858,1891
CNN,5,29,0,118,251.39830508474577,29665,108.66949152542372,12823,582.1949152542373,68699,42.66949152542373,5035
CNN,5,29,1,27,465.48148148148147,12568,191.96296296296296,5183,1006.6296296296297,27179,95.70370370370371,2584
CNN,5,30,0,129,290.16279069767444,37431,118.2248062015504,15251,583.8682170542636,75319,51.06976744186046,6588
CNN,5,30,1,13,235.76923076923077,3065,62.15384615384615,808,526.1538461538462,6840,45.23076923076923,588
CNN,5,31,0,135,271.05185185185184,36592,151.7037037037037,20480,486.05185185185184,65617,64.3037037037037,8681
CNN,5,31,1,37,247.02702702702703,9140,120.62162162162163,4463,664.5135135135135,24587,52.62162162162162,1947
CNN,6,1,0,128,517.84375,66284,209.5859375,26827,895.3203125,114601,123.6796875,15831
CNN,6,1,1,33,339.1515151515151,11192,152.24242424242425,5024,814.2424242424242,26870,55.696969696969695,1838
CNN,6,2,0,129,459.72868217054264,59305,183.75193798449612,23704,1082.968992248062,139703,79.92248062015504,10310
CNN,6,2,1,22,442.72727272727275,9740,137.5909090909091,3027,1262.090909090909,27766,75.36363636363636,1658
CNN,6,3,0,90,386.3666666666667,34773,163.11111111111111,14680,775.8888888888889,69830,60.111111111111114,5410
CNN,6,3,1,19,259.42105263157896,4929,464.6842105263158,8829,659.1052631578947,12523,240.6315789473684,4572
CNN,6,4,0,91,327.5274725274725,29805,179.06593406593407,16295,785.5274725274726,71483,50.07692307692308,4557
CNN,6,4,1,16,355.375,5686,136.75,2188,751.125,12018,45.625,730
CNN,6,5,0,95,328.3578947368421,31194,187.0842105263158,17773,608.6315789473684,57820,110.7578947368421,10522
CNN,6,5,1,19,166.47368421052633,3163,125.21052631578948,2379,473.7894736842105,9002,32.63157894736842,620
CNN,6,6,0,129,251.8139534883721,32484,140.94573643410854,18182,499.70542635658916,64462,56.08527131782946,7235
CNN,6,6,1,35,169.14285714285714,5920,93.77142857142857,3282,482.42857142857144,16885,30.2,1057
CNN,6,7,0,133,240.3609022556391,31968,151.93984962406014,20208,544.2406015037594,72384,57.609022556390975,7662
CNN,6,7,1,37,383.4864864864865,14189,125.29729729729729,4636,895.8108108108108,33145,56.16216216216216,2078
CNN,6,8,0,137,249.56204379562044,34190,192.66423357664235,26395,550.3065693430657,75392,78.41605839416059,10743
CNN,6,8,1,49,380.42857142857144,18641,114.89795918367346,5630,869.3469387755102,42598,48.40816326530612,2372
CNN,6,9,0,154,185.83766233766235,28619,135.05844155844156,20799,433.461038961039,66753,43.006493506493506,6623
CNN,6,9,1,31,174.29032258064515,5403,128.74193548387098,3991,424.93548387096774,13173,48.483870967741936,1503
