A,B,B,C,C,F,H,M,N,N,T,T,T
-0.9213718109577582,-0.9000869496482492,-0.45463797615585927,-0.8899687709774392,-0.809900410076157,-0.8557129573921128,-0.783142144638404,-0.8700944590515143,-0.8324673947619553,-0.7735535074244752,-0.7024847074108158,-0.8325013865779257,-0.7621557255948312
0.07862818904224174,0.09991305035175085,0.5453620238441408,0.11003122902256078,0.190099589923843,0.1442870426078871,0.21685785536159602,0.12990554094848572,0.16753260523804475,0.22644649257552482,0.2975152925891842,0.1674986134220743,0.2378442744051688
