author_handle,month,score,count,retweet_mean,retweet_sum,reply_mean,reply_sum,like_mean,like_sum,quote_mean,quote_sum
washingtonpost,1,1,982,108.86761710794298,106908,33.93380855397149,33323,167.1089613034623,164101,21.615071283095723,21226
washingtonpost,2,0,3037,233.8811326967402,710297,64.94995060915377,197253,379.63417846559105,1152949,43.19756338491933,131191
washingtonpost,2,1,864,144.08449074074073,124489,36.498842592592595,31535,250.65509259259258,216566,23.247685185185187,20086
washingtonpost,3,0,3054,198.81827111984282,607191,60.817288801571706,185736,288.00916830386376,879580,37.74459724950884,115272
washingtonpost,3,1,864,129.13194444444446,111570,40.958333333333336,35388,192.66782407407408,166465,28.949074074074073,25012
washingtonpost,4,0,2553,152.49862906384647,389329,53.55699177438308,136731,209.73717195456325,535459,27.788875832354094,70945
washingtonpost,4,1,851,109.87191539365452,93501,34.72502937720329,29551,177.4618096357227,151020,17.65922444183314,15028
washingtonpost,5,0,2974,225.73234700739744,671328,72.953261600538,216963,321.20780094149296,955272,42.644586415601886,126825
washingtonpost,5,1,864,136.20833333333334,117684,46.651620370370374,40307,229.67939814814815,198443,22.42361111111111,19374
washingtonpost,6,0,2943,173.93679918450562,511896,67.10737342847435,197497,272.4590553856609,801847,32.76146788990825,96417
washingtonpost,6,1,921,113.7557003257329,104769,45.65363735070576,42047,187.0,172227,20.564603691639523,18940
washingtonpost,7,0,2839,196.8316308559352,558805,75.36597393448397,213964,315.9707643536457,897041,37.62205001761183,106809
washingtonpost,7,1,793,117.45018915510718,93138,45.40983606557377,36010,204.58385876418663,162235,20.186633039092055,16008
washingtonpost,8,0,3055,199.84779050736498,610535,79.57774140752865,243110,360.2720130932897,1100631,33.668412438625204,102857
washingtonpost,8,1,927,127.32901833872708,118034,52.99244875943905,49124,239.79935275080905,222294,20.908306364617044,19382
washingtonpost,9,0,2985,152.68107202680068,455753,61.92060301507538,184833,265.7932998324958,793393,25.77386934673367,76935
washingtonpost,9,1,1038,109.126204238921,113273,43.99132947976879,45663,203.30346820809248,211029,18.90751445086705,19626
washingtonpost,10,0,2903,171.0606269376507,496589,70.47674819152601,204594,298.49948329314503,866544,31.057871167757494,90161
washingtonpost,10,1,837,113.03225806451613,94608,40.94982078853047,34275,195.56033452807645,163684,18.692951015531662,15646
washingtonpost,11,0,2745,148.0601092896175,406425,62.00728597449909,170210,249.8582877959927,685861,27.82622950819672,76383
washingtonpost,11,1,913,91.87623220153341,83883,44.856516976998904,40954,174.28477546549837,159122,23.16210295728368,21147
washingtonpost,12,0,2491,150.9518265756724,376021,67.40264953833801,167900,263.44640706543555,656245,31.062625451625852,77377
washingtonpost,12,1,932,82.02467811158799,76447,44.0568669527897,41061,169.90772532188842,158354,16.929184549356222,15778
